,index,note length,pitch
0,1,2.0,1.0
1,3,-2.0,2.0
2,5,0.0,-2.0
3,7,1.0,-1.0
4,9,1.0,1.0
5,11,-2.0,2.0
6,13,0.0,-2.0
7,15,0.0,-1.0
8,17,2.0,1.0
9,19,-2.0,2.0
10,21,0.0,-2.0
11,23,1.0,-1.0
12,25,1.0,1.0
13,27,-1.0,2.0
14,29,-0.0,-2.0
15,31,1.0,-1.0
16,33,1.0,1.0
17,35,-1.0,2.0
18,37,0.0,-3.0
19,39,-0.0,1.0
20,41,0.0,2.0
21,43,1.0,-2.0
22,45,2.0,-3.0
23,47,-3.0,2.0
24,49,0.0,-2.0
25,51,1.0,-1.0
26,53,1.0,1.0
27,55,-2.0,2.0
28,57,0.0,-2.0
29,59,0.0,-1.0
30,61,1.0,1.0
31,63,-2.0,2.0
32,65,0.0,-2.0
33,67,1.0,-1.0
34,69,-1.0,3.0
35,71,0.0,-2.0
36,73,0.0,-2.0
37,75,1.0,-2.0
38,77,2.0,-1.0
39,79,-1.0,-2.0
40,81,-2.0,2.0
41,83,0.0,1.0
42,85,0.0,-1.0
43,87,0.0,-2.0
44,89,0.0,2.0
45,91,0.0,1.0
46,93,0.0,-1.0
47,95,0.0,-2.0
48,97,0.0,3.0
49,99,0.0,-1.0
50,101,1.0,-2.0
51,103,-1.0,3.0
52,105,0.0,-1.0
53,107,0.0,-2.0
54,109,1.0,-2.0
55,111,0.0,-3.0
56,113,0.0,-2.0
57,115,1.0,2.0
58,117,-1.0,0.0
59,119,0.0,-2.0
60,121,0.0,5.0
61,123,0.0,-3.0
62,125,0.0,5.0
63,127,0.0,-2.0
64,129,0.0,-3.0
65,131,1.0,7.0
66,133,-2.0,-2.0
67,135,1.0,3.0
68,137,1.0,-3.0
69,139,-1.0,6.0
70,141,0.0,-4.0
71,143,0.0,5.0
72,145,-1.0,-3.0
73,147,1.0,5.0
74,149,0.0,-3.0
75,151,0.0,1.0
76,153,0.0,3.0
77,155,0.0,-3.0
78,157,0.0,-5.0
79,159,0.0,-4.0
80,161,0.0,-3.0
81,163,0.0,5.0
82,165,0.0,3.0
83,167,0.0,-1.0
84,169,1.0,-1.0
85,171,-1.0,-1.0
86,173,0.0,-2.0
87,175,1.0,-1.0
88,177,-2.0,-3.0
89,179,3.0,1.0
90,181,-2.0,-5.0
91,183,0.0,3.0
92,185,0.0,-3.0
93,187,-1.0,8.0
94,189,0.0,-2.0
95,191,0.0,-1.0
96,193,1.0,-2.0
97,195,0.0,2.0
98,197,1.0,1.0
99,199,-2.0,2.0
100,201,1.0,2.0
101,203,0.0,2.0
102,205,0.0,1.0
103,207,1.0,2.0
104,209,-1.0,2.0
105,211,0.0,1.0
106,213,1.0,2.0
107,215,0.0,-3.0
108,217,0.0,1.0
109,219,0.0,2.0
110,221,-1.0,-1.0
111,223,1.0,-2.0
112,225,0.0,-4.0
113,227,0.0,-5.0
114,229,-1.0,-3.0
115,231,1.0,5.0
116,233,-1.0,2.0
117,235,0.0,1.0
118,237,1.0,1.0
119,239,0.0,1.0
120,241,0.0,0.0
121,243,1.0,1.0
122,245,-1.0,-4.0
123,247,0.0,3.0
124,249,0.0,-2.0
125,251,0.0,-5.0
126,253,0.0,-3.0
127,255,0.0,5.0
128,257,0.0,1.0
129,259,0.0,-2.0
130,261,0.0,-5.0
131,263,1.0,4.0
132,265,-1.0,-4.0
133,267,2.0,3.0
134,269,-2.0,-3.0
135,271,0.0,4.0
136,273,1.0,-3.0
137,275,-1.0,1.0
138,277,0.0,-2.0
139,279,0.0,-1.0
140,281,0.0,16.0
141,283,-1.0,-1.0
142,285,0.0,4.0
143,287,0.0,-2.0
144,289,0.0,-3.0
145,291,0.0,-1.0
146,293,-0.0,2.0
147,295,0.0,-2.0
148,297,0.0,-3.0
149,299,0.0,-2.0
150,301,1.0,5.0
151,303,-1.0,-2.0
152,305,2.0,-6.0
153,307,-2.0,-5.0
154,309,0.0,1.0
155,311,0.0,1.0
156,313,1.0,2.0
157,315,0.0,1.0
158,317,0.0,2.0
159,319,-0.0,4.0
160,321,0.0,4.0
161,323,0.0,-1.0
162,325,1.0,-5.0
163,327,0.0,-4.0
164,329,-0.0,6.0
165,331,-0.0,-4.0
166,333,-1.0,-2.0
167,335,0.0,-1.0
168,337,0.0,-2.0
169,339,0.0,-2.0
170,341,0.0,-2.0
171,343,0.0,-2.0
